demographic,category,measure,label,value,r,theme
Occupation of main role [H08],CS - IT and Digital,B29,I get the information I need to do my job well,0.64,9687,RW
Occupation of main role [H08],CS - Knowledge & information management,B29,I get the information I need to do my job well,0.67,2041,RW
Occupation of main role [H08],CS - Project delivery,B29,I get the information I need to do my job well,0.65,12123,RW
Occupation of main role [H08],CS - PO & Secretariats,B29,I get the information I need to do my job well,0.81,1745,RW
Occupation of main role [H08],CS - Security,B29,I get the information I need to do my job well,0.72,3816,RW
Occupation of main role [H08],CS - Strategy,B29,I get the information I need to do my job well,0.73,1824,RW
Occupation of main role [H08],Policy,B29,I get the information I need to do my job well,0.73,22087,RW
Occupation of main role [H08],Specialist - Animal health,B29,I get the information I need to do my job well,0.56,478,RW
Occupation of main role [H08],Specialist - Cartography,B29,I get the information I need to do my job well,0.69,837,RW
Occupation of main role [H08],Specialist - Communications ,B29,I get the information I need to do my job well,0.69,4117,RW
Occupation of main role [H08],Specialist - Economics,B29,I get the information I need to do my job well,0.77,1721,RW
Occupation of main role [H08],Specialist - Engineering  ,B29,I get the information I need to do my job well,0.57,5060,RW
Occupation of main role [H08],Specialist - Health  ,B29,I get the information I need to do my job well,0.75,2558,RW
Occupation of main role [H08],Specialist - Legal  ,B29,I get the information I need to do my job well,0.69,7416,RW
Occupation of main role [H08],Specialist - Operational research ,B29,I get the information I need to do my job well,0.69,962,RW
Occupation of main role [H08],Operations - Tax ,B30,I have clear work objectives,0.75,5198,RW
Occupation of main role [H08],Operations - Transport,B30,I have clear work objectives,0.75,2058,RW
Occupation of main role [H08],Operations - Property,B30,I have clear work objectives,0.75,2333,RW
Occupation of main role [H08],Operations - Other operations,B30,I have clear work objectives,0.77,25649,RW
Occupation of main role [H08],CS - Commercial,B30,I have clear work objectives,0.71,3813,RW
Occupation of main role [H08],CS - Estates,B30,I have clear work objectives,0.8,572,RW
Occupation of main role [H08],CS - Finance,B30,I have clear work objectives,0.76,8318,RW
Occupation of main role [H08],CS - Human resources,B30,I have clear work objectives,0.76,7415,RW
Occupation of main role [H08],CS - Internal audit,B30,I have clear work objectives,0.78,821,RW
Occupation of main role [H08],CS - IT and Digital,B30,I have clear work objectives,0.66,9687,RW
Occupation of main role [H08],CS - Knowledge & information management,B30,I have clear work objectives,0.74,2041,RW
Occupation of main role [H08],CS - Project delivery,B30,I have clear work objectives,0.71,12123,RW
Occupation of main role [H08],CS - PO & Secretariats,B30,I have clear work objectives,0.81,1745,RW
Occupation of main role [H08],CS - Security,B30,I have clear work objectives,0.79,3816,RW
Occupation of main role [H08],CS - Strategy,B30,I have clear work objectives,0.75,1824,RW
Occupation of main role [H08],Policy,B30,I have clear work objectives,0.74,22087,RW
Occupation of main role [H08],Specialist - Animal health,B30,I have clear work objectives,0.66,478,RW
Occupation of main role [H08],Specialist - Cartography,B30,I have clear work objectives,0.73,837,RW
Occupation of main role [H08],Specialist - Communications ,B30,I have clear work objectives,0.72,4117,RW
Occupation of main role [H08],Specialist - Economics,B30,I have clear work objectives,0.75,1721,RW
Occupation of main role [H08],Specialist - Engineering  ,B30,I have clear work objectives,0.63,5060,RW
Occupation of main role [H08],Specialist - Health  ,B30,I have clear work objectives,0.81,2558,RW
Occupation of main role [H08],Specialist - Legal  ,B30,I have clear work objectives,0.78,7416,RW
Occupation of main role [H08],Specialist - Operational research ,B30,I have clear work objectives,0.73,962,RW
Occupation of main role [H08],Operations - Tax ,B31,I have the skills I need to do my job effectively,0.78,5198,RW
Occupation of main role [H08],Operations - Transport,B31,I have the skills I need to do my job effectively,0.85,2058,RW
Occupation of main role [H08],Operations - Property,B31,I have the skills I need to do my job effectively,0.88,2333,RW
Occupation of main role [H08],Operations - Other operations,B31,I have the skills I need to do my job effectively,0.88,25649,RW
Occupation of main role [H08],CS - Commercial,B31,I have the skills I need to do my job effectively,0.87,3813,RW
Occupation of main role [H08],CS - Estates,B31,I have the skills I need to do my job effectively,0.89,572,RW
Occupation of main role [H08],CS - Finance,B31,I have the skills I need to do my job effectively,0.89,8318,RW
Occupation of main role [H08],CS - Human resources,B31,I have the skills I need to do my job effectively,0.9,7415,RW
Occupation of main role [H08],CS - Internal audit,B31,I have the skills I need to do my job effectively,0.88,821,RW
Occupation of main role [H08],CS - IT and Digital,B31,I have the skills I need to do my job effectively,0.83,9687,RW
Occupation of main role [H08],CS - Knowledge & information management,B31,I have the skills I need to do my job effectively,0.85,2041,RW
Occupation of main role [H08],CS - Project delivery,B31,I have the skills I need to do my job effectively,0.85,12123,RW
Occupation of main role [H08],CS - PO & Secretariats,B31,I have the skills I need to do my job effectively,0.93,1745,RW
Occupation of main role [H08],CS - Security,B31,I have the skills I need to do my job effectively,0.89,3816,RW
Occupation of main role [H08],CS - Strategy,B31,I have the skills I need to do my job effectively,0.86,1824,RW
Occupation of main role [H08],Policy,B31,I have the skills I need to do my job effectively,0.87,22087,RW
Occupation of main role [H08],Specialist - Animal health,B31,I have the skills I need to do my job effectively,0.84,478,RW
Occupation of main role [H08],Specialist - Cartography,B31,I have the skills I need to do my job effectively,0.87,837,RW
Occupation of main role [H08],Specialist - Communications ,B31,I have the skills I need to do my job effectively,0.91,4117,RW
Occupation of main role [H08],Specialist - Economics,B31,I have the skills I need to do my job effectively,0.89,1721,RW
Occupation of main role [H08],Specialist - Engineering  ,B31,I have the skills I need to do my job effectively,0.83,5060,RW
Occupation of main role [H08],Specialist - Health  ,B31,I have the skills I need to do my job effectively,0.92,2558,RW
Occupation of main role [H08],Specialist - Legal  ,B31,I have the skills I need to do my job effectively,0.89,7416,RW
Occupation of main role [H08],Specialist - Operational research ,B31,I have the skills I need to do my job effectively,0.86,962,RW
Occupation of main role [H08],Operations - Tax ,B32,I have the tools I need to do my job effectively,0.56,5198,RW
Occupation of main role [H08],Operations - Transport,B32,I have the tools I need to do my job effectively,0.7,2058,RW
Occupation of main role [H08],Operations - Property,B32,I have the tools I need to do my job effectively,0.69,2333,RW
Occupation of main role [H08],Operations - Other operations,B32,I have the tools I need to do my job effectively,0.69,25649,RW
Occupation of main role [H08],CS - Commercial,B32,I have the tools I need to do my job effectively,0.64,3813,RW
Occupation of main role [H08],CS - Estates,B32,I have the tools I need to do my job effectively,0.69,572,RW
Occupation of main role [H08],CS - Finance,B32,I have the tools I need to do my job effectively,0.68,8318,RW
Occupation of main role [H08],CS - Human resources,B32,I have the tools I need to do my job effectively,0.7,7415,RW
Occupation of main role [H08],CS - Internal audit,B32,I have the tools I need to do my job effectively,0.66,821,RW
Occupation of main role [H08],CS - IT and Digital,B32,I have the tools I need to do my job effectively,0.67,9687,RW
Occupation of main role [H08],CS - Knowledge & information management,B32,I have the tools I need to do my job effectively,0.65,2041,RW
Occupation of main role [H08],CS - Project delivery,B32,I have the tools I need to do my job effectively,0.68,12123,RW
Occupation of main role [H08],CS - PO & Secretariats,B32,I have the tools I need to do my job effectively,0.81,1745,RW
Occupation of main role [H08],CS - Security,B32,I have the tools I need to do my job effectively,0.7,3816,RW
Occupation of main role [H08],CS - Strategy,B32,I have the tools I need to do my job effectively,0.72,1824,RW
Occupation of main role [H08],Policy,B32,I have the tools I need to do my job effectively,0.72,22087,RW
Occupation of main role [H08],Specialist - Animal health,B32,I have the tools I need to do my job effectively,0.65,478,RW
Occupation of main role [H08],Specialist - Cartography,B32,I have the tools I need to do my job effectively,0.63,837,RW
Occupation of main role [H08],Specialist - Communications ,B32,I have the tools I need to do my job effectively,0.69,4117,RW
Occupation of main role [H08],Specialist - Economics,B32,I have the tools I need to do my job effectively,0.74,1721,RW
Occupation of main role [H08],Specialist - Engineering  ,B32,I have the tools I need to do my job effectively,0.52,5060,RW
Occupation of main role [H08],Specialist - Health  ,B32,I have the tools I need to do my job effectively,0.72,2558,RW
Occupation of main role [H08],Specialist - Legal  ,B32,I have the tools I need to do my job effectively,0.62,7416,RW
Occupation of main role [H08],Specialist - Operational research ,B32,I have the tools I need to do my job effectively,0.65,962,RW
Occupation of main role [H08],Operations - Tax ,B33,I have an acceptable workload,0.58,5198,RW
Occupation of main role [H08],Operations - Transport,B33,I have an acceptable workload,0.51,2058,RW
Occupation of main role [H08],Operations - Property,B33,I have an acceptable workload,0.58,2333,RW
Occupation of main role [H08],Operations - Other operations,B33,I have an acceptable workload,0.66,25649,RW
Occupation of main role [H08],CS - Commercial,B33,I have an acceptable workload,0.58,3813,RW
Occupation of main role [H08],CS - Estates,B33,I have an acceptable workload,0.66,572,RW
Occupation of main role [H08],CS - Finance,B33,I have an acceptable workload,0.64,8318,RW
Occupation of main role [H08],CS - Human resources,B33,I have an acceptable workload,0.6,7415,RW
Occupation of main role [H08],CS - Internal audit,B33,I have an acceptable workload,0.6,821,RW
Occupation of main role [H08],CS - IT and Digital,B33,I have an acceptable workload,0.62,9687,RW
Occupation of main role [H08],CS - Knowledge & information management,B33,I have an acceptable workload,0.63,2041,RW
Occupation of main role [H08],CS - Project delivery,B33,I have an acceptable workload,0.62,12123,RW
Occupation of main role [H08],CS - PO & Secretariats,B33,I have an acceptable workload,0.6,1745,RW
Occupation of main role [H08],CS - Security,B33,I have an acceptable workload,0.67,3816,RW
Occupation of main role [H08],CS - Strategy,B33,I have an acceptable workload,0.63,1824,RW
Occupation of main role [H08],Policy,B33,I have an acceptable workload,0.58,22087,RW
Occupation of main role [H08],Specialist - Animal health,B33,I have an acceptable workload,0.49,478,RW
Occupation of main role [H08],Specialist - Cartography,B33,I have an acceptable workload,0.59,837,RW
Occupation of main role [H08],Specialist - Communications ,B33,I have an acceptable workload,0.62,4117,RW
Occupation of main role [H08],Specialist - Economics,B33,I have an acceptable workload,0.67,1721,RW
Occupation of main role [H08],Specialist - Engineering  ,B33,I have an acceptable workload,0.53,5060,RW
Occupation of main role [H08],Specialist - Health  ,B33,I have an acceptable workload,0.63,2558,RW
Occupation of main role [H08],Specialist - Legal  ,B33,I have an acceptable workload,0.55,7416,RW
Occupation of main role [H08],Specialist - Operational research ,B33,I have an acceptable workload,0.67,962,RW
Occupation of main role [H08],Operations - Tax ,B34,I achieve a good balance between my work life and my private life,0.67,5198,RW
Occupation of main role [H08],Operations - Transport,B34,I achieve a good balance between my work life and my private life,0.53,2058,RW
Occupation of main role [H08],Operations - Property,B34,I achieve a good balance between my work life and my private life,0.69,2333,RW
Occupation of main role [H08],Operations - Other operations,B34,I achieve a good balance between my work life and my private life,0.71,25649,RW
Occupation of main role [H08],CS - Commercial,B34,I achieve a good balance between my work life and my private life,0.7,3813,RW
Occupation of main role [H08],CS - Estates,B34,I achieve a good balance between my work life and my private life,0.74,572,RW
Occupation of main role [H08],CS - Finance,B34,I achieve a good balance between my work life and my private life,0.73,8318,RW
Occupation of main role [H08],CS - Human resources,B34,I achieve a good balance between my work life and my private life,0.69,7415,RW
Occupation of main role [H08],CS - Internal audit,B34,I achieve a good balance between my work life and my private life,0.72,821,RW
Occupation of main role [H08],CS - IT and Digital,B34,I achieve a good balance between my work life and my private life,0.73,9687,RW
Occupation of main role [H08],CS - Knowledge & information management,B34,I achieve a good balance between my work life and my private life,0.75,2041,RW
Occupation of main role [H08],CS - Project delivery,B34,I achieve a good balance between my work life and my private life,0.72,12123,RW
Occupation of main role [H08],CS - PO & Secretariats,B34,I achieve a good balance between my work life and my private life,0.6,1745,RW
Occupation of main role [H08],CS - Security,B34,I achieve a good balance between my work life and my private life,0.71,3816,RW
Occupation of main role [H08],CS - Strategy,B34,I achieve a good balance between my work life and my private life,0.71,1824,RW
Occupation of main role [H08],Policy,B34,I achieve a good balance between my work life and my private life,0.66,22087,RW
Occupation of main role [H08],Specialist - Animal health,B34,I achieve a good balance between my work life and my private life,0.56,478,RW
Occupation of main role [H08],Specialist - Cartography,B34,I achieve a good balance between my work life and my private life,0.66,837,RW
Occupation of main role [H08],Specialist - Communications ,B34,I achieve a good balance between my work life and my private life,0.69,4117,RW
Occupation of main role [H08],Specialist - Economics,B34,I achieve a good balance between my work life and my private life,0.75,1721,RW
Occupation of main role [H08],Specialist - Engineering  ,B34,I achieve a good balance between my work life and my private life,0.63,5060,RW
Occupation of main role [H08],Specialist - Health  ,B34,I achieve a good balance between my work life and my private life,0.65,2558,RW
Occupation of main role [H08],Specialist - Legal  ,B34,I achieve a good balance between my work life and my private life,0.61,7416,RW
Occupation of main role [H08],Specialist - Operational research ,B34,I achieve a good balance between my work life and my private life,0.75,962,RW
Occupation of main role [H08],Operations - Tax ,B35,I feel that my pay adequately reflects my performance,0.17,5198,PB
Occupation of main role [H08],Operations - Transport,B35,I feel that my pay adequately reflects my performance,0.13,2058,PB
Occupation of main role [H08],Operations - Property,B35,I feel that my pay adequately reflects my performance,0.31,2333,PB
Occupation of main role [H08],Operations - Other operations,B35,I feel that my pay adequately reflects my performance,0.3,25649,PB
Occupation of main role [H08],CS - Commercial,B35,I feel that my pay adequately reflects my performance,0.34,3813,PB
Occupation of main role [H08],CS - Estates,B35,I feel that my pay adequately reflects my performance,0.26,572,PB
Occupation of main role [H08],CS - Finance,B35,I feel that my pay adequately reflects my performance,0.34,8318,PB
Occupation of main role [H08],CS - Human resources,B35,I feel that my pay adequately reflects my performance,0.39,7415,PB
Occupation of main role [H08],CS - Internal audit,B35,I feel that my pay adequately reflects my performance,0.32,821,PB
Occupation of main role [H08],CS - IT and Digital,B35,I feel that my pay adequately reflects my performance,0.34,9687,PB
Occupation of main role [H08],CS - Knowledge & information management,B35,I feel that my pay adequately reflects my performance,0.28,2041,PB
Occupation of main role [H08],CS - Project delivery,B35,I feel that my pay adequately reflects my performance,0.34,12123,PB
Occupation of main role [H08],CS - PO & Secretariats,B35,I feel that my pay adequately reflects my performance,0.38,1745,PB
Occupation of main role [H08],CS - Security,B35,I feel that my pay adequately reflects my performance,0.36,3816,PB
Occupation of main role [H08],CS - Strategy,B35,I feel that my pay adequately reflects my performance,0.41,1824,PB
Occupation of main role [H08],Policy,B35,I feel that my pay adequately reflects my performance,0.37,22087,PB
Occupation of main role [H08],Specialist - Animal health,B35,I feel that my pay adequately reflects my performance,0.19,478,PB
Occupation of main role [H08],Specialist - Cartography,B35,I feel that my pay adequately reflects my performance,0.33,837,PB
Occupation of main role [H08],Specialist - Communications ,B35,I feel that my pay adequately reflects my performance,0.41,4117,PB
Occupation of main role [H08],Specialist - Economics,B35,I feel that my pay adequately reflects my performance,0.43,1721,PB
Occupation of main role [H08],Specialist - Engineering  ,B35,I feel that my pay adequately reflects my performance,0.22,5060,PB
Occupation of main role [H08],Specialist - Health  ,B35,I feel that my pay adequately reflects my performance,0.49,2558,PB
Occupation of main role [H08],Specialist - Legal  ,B35,I feel that my pay adequately reflects my performance,0.22,7416,PB
Occupation of main role [H08],Specialist - Operational research ,B35,I feel that my pay adequately reflects my performance,0.35,962,PB
Occupation of main role [H08],Operations - Tax ,B36,I am satisfied with the total benefits package,0.18,5198,PB
Occupation of main role [H08],Operations - Transport,B36,I am satisfied with the total benefits package,0.2,2058,PB
Occupation of main role [H08],Operations - Property,B36,I am satisfied with the total benefits package,0.34,2333,PB
Occupation of main role [H08],Operations - Other operations,B36,I am satisfied with the total benefits package,0.36,25649,PB
Occupation of main role [H08],CS - Commercial,B36,I am satisfied with the total benefits package,0.35,3813,PB
Occupation of main role [H08],CS - Estates,B36,I am satisfied with the total benefits package,0.29,572,PB
Occupation of main role [H08],CS - Finance,B36,I am satisfied with the total benefits package,0.38,8318,PB
Occupation of main role [H08],CS - Human resources,B36,I am satisfied with the total benefits package,0.45,7415,PB
Occupation of main role [H08],CS - Internal audit,B36,I am satisfied with the total benefits package,0.34,821,PB
Occupation of main role [H08],CS - IT and Digital,B36,I am satisfied with the total benefits package,0.37,9687,PB
Occupation of main role [H08],CS - Knowledge & information management,B36,I am satisfied with the total benefits package,0.32,2041,PB
Occupation of main role [H08],CS - Project delivery,B36,I am satisfied with the total benefits package,0.37,12123,PB
Occupation of main role [H08],CS - PO & Secretariats,B36,I am satisfied with the total benefits package,0.4,1745,PB
Occupation of main role [H08],CS - Security,B36,I am satisfied with the total benefits package,0.37,3816,PB
Occupation of main role [H08],CS - Strategy,B36,I am satisfied with the total benefits package,0.42,1824,PB
Occupation of main role [H08],Policy,B36,I am satisfied with the total benefits package,0.39,22087,PB
Occupation of main role [H08],Specialist - Animal health,B36,I am satisfied with the total benefits package,0.28,478,PB
Occupation of main role [H08],Specialist - Cartography,B36,I am satisfied with the total benefits package,0.38,837,PB
Occupation of main role [H08],Specialist - Communications ,B36,I am satisfied with the total benefits package,0.45,4117,PB
Occupation of main role [H08],Specialist - Economics,B36,I am satisfied with the total benefits package,0.44,1721,PB
Occupation of main role [H08],Specialist - Engineering  ,B36,I am satisfied with the total benefits package,0.24,5060,PB
Occupation of main role [H08],Specialist - Health  ,B36,I am satisfied with the total benefits package,0.48,2558,PB
Occupation of main role [H08],Specialist - Legal  ,B36,I am satisfied with the total benefits package,0.26,7416,PB
Occupation of main role [H08],Specialist - Operational research ,B36,I am satisfied with the total benefits package,0.39,962,PB
Occupation of main role [H08],Operations - Tax ,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.13,5198,PB
Occupation of main role [H08],Operations - Transport,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.12,2058,PB
Occupation of main role [H08],Operations - Property,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.26,2333,PB
Occupation of main role [H08],Operations - Other operations,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.27,25649,PB
Occupation of main role [H08],CS - Commercial,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.27,3813,PB
Occupation of main role [H08],CS - Estates,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.2,572,PB
Occupation of main role [H08],CS - Finance,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.3,8318,PB
Occupation of main role [H08],CS - Human resources,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.35,7415,PB
Occupation of main role [H08],CS - Internal audit,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.25,821,PB
Occupation of main role [H08],CS - IT and Digital,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.26,9687,PB
Occupation of main role [H08],CS - Knowledge & information management,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.25,2041,PB
Occupation of main role [H08],CS - Project delivery,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.27,12123,PB
Occupation of main role [H08],CS - PO & Secretariats,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.33,1745,PB
Occupation of main role [H08],CS - Security,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.33,3816,PB
Occupation of main role [H08],CS - Strategy,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.35,1824,PB
Occupation of main role [H08],Policy,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.31,22087,PB
Occupation of main role [H08],Specialist - Animal health,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.19,478,PB
Occupation of main role [H08],Specialist - Cartography,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.28,837,PB
Occupation of main role [H08],Specialist - Communications ,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.37,4117,PB
Occupation of main role [H08],Specialist - Economics,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.36,1721,PB
Occupation of main role [H08],Specialist - Engineering  ,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.15,5060,PB
Occupation of main role [H08],Specialist - Health  ,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.45,2558,PB
Occupation of main role [H08],Specialist - Legal  ,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.2,7416,PB
Occupation of main role [H08],Specialist - Operational research ,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.27,962,PB
Occupation of main role [H08],Operations - Tax ,B38,[Senior managers] in [my organisation] are sufficiently visible,0.52,5198,LC
Occupation of main role [H08],Operations - Transport,B38,[Senior managers] in [my organisation] are sufficiently visible,0.29,2058,LC
Occupation of main role [H08],Operations - Property,B38,[Senior managers] in [my organisation] are sufficiently visible,0.57,2333,LC
Occupation of main role [H08],Operations - Other operations,B38,[Senior managers] in [my organisation] are sufficiently visible,0.56,25649,LC
Occupation of main role [H08],CS - Commercial,B38,[Senior managers] in [my organisation] are sufficiently visible,0.6,3813,LC
Occupation of main role [H08],CS - Estates,B38,[Senior managers] in [my organisation] are sufficiently visible,0.53,572,LC
Occupation of main role [H08],CS - Finance,B38,[Senior managers] in [my organisation] are sufficiently visible,0.63,8318,LC
Occupation of main role [H08],CS - Human resources,B38,[Senior managers] in [my organisation] are sufficiently visible,0.61,7415,LC
Occupation of main role [H08],CS - Internal audit,B38,[Senior managers] in [my organisation] are sufficiently visible,0.58,821,LC
Occupation of main role [H08],CS - IT and Digital,B38,[Senior managers] in [my organisation] are sufficiently visible,0.54,9687,LC
Occupation of main role [H08],CS - Knowledge & information management,B38,[Senior managers] in [my organisation] are sufficiently visible,0.52,2041,LC
Occupation of main role [H08],CS - Project delivery,B38,[Senior managers] in [my organisation] are sufficiently visible,0.64,12123,LC
Occupation of main role [H08],CS - PO & Secretariats,B38,[Senior managers] in [my organisation] are sufficiently visible,0.74,1745,LC
Occupation of main role [H08],CS - Security,B38,[Senior managers] in [my organisation] are sufficiently visible,0.55,3816,LC
Occupation of main role [H08],CS - Strategy,B38,[Senior managers] in [my organisation] are sufficiently visible,0.71,1824,LC
Occupation of main role [H08],Policy,B38,[Senior managers] in [my organisation] are sufficiently visible,0.72,22087,LC
Occupation of main role [H08],Specialist - Animal health,B38,[Senior managers] in [my organisation] are sufficiently visible,0.45,478,LC
Occupation of main role [H08],Specialist - Cartography,B38,[Senior managers] in [my organisation] are sufficiently visible,0.51,837,LC
Occupation of main role [H08],Specialist - Communications ,B38,[Senior managers] in [my organisation] are sufficiently visible,0.65,4117,LC
Occupation of main role [H08],Specialist - Economics,B38,[Senior managers] in [my organisation] are sufficiently visible,0.75,1721,LC
Occupation of main role [H08],Specialist - Engineering  ,B38,[Senior managers] in [my organisation] are sufficiently visible,0.47,5060,LC
Occupation of main role [H08],Specialist - Health  ,B38,[Senior managers] in [my organisation] are sufficiently visible,0.58,2558,LC
Occupation of main role [H08],Specialist - Legal  ,B38,[Senior managers] in [my organisation] are sufficiently visible,0.57,7416,LC
Occupation of main role [H08],Specialist - Operational research ,B38,[Senior managers] in [my organisation] are sufficiently visible,0.64,962,LC
Occupation of main role [H08],Operations - Tax ,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.42,5198,LC
Occupation of main role [H08],Operations - Transport,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.3,2058,LC
Occupation of main role [H08],Operations - Property,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.51,2333,LC
Occupation of main role [H08],Operations - Other operations,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.51,25649,LC
Occupation of main role [H08],CS - Commercial,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.52,3813,LC
Occupation of main role [H08],CS - Estates,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.48,572,LC
Occupation of main role [H08],CS - Finance,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.54,8318,LC
Occupation of main role [H08],CS - Human resources,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.51,7415,LC
Occupation of main role [H08],CS - Internal audit,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.47,821,LC
Occupation of main role [H08],CS - IT and Digital,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.48,9687,LC
Occupation of main role [H08],CS - Knowledge & information management,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.46,2041,LC
Occupation of main role [H08],CS - Project delivery,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.56,12123,LC
Occupation of main role [H08],CS - PO & Secretariats,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.66,1745,LC
Occupation of main role [H08],CS - Security,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.52,3816,LC
Occupation of main role [H08],CS - Strategy,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.64,1824,LC
Occupation of main role [H08],Policy,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.65,22087,LC
Occupation of main role [H08],Specialist - Animal health,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.43,478,LC
Occupation of main role [H08],Specialist - Cartography,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.51,837,LC
Occupation of main role [H08],Specialist - Communications ,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.58,4117,LC
Occupation of main role [H08],Specialist - Economics,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.67,1721,LC
Occupation of main role [H08],Specialist - Engineering  ,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.41,5060,LC
Occupation of main role [H08],Specialist - Health  ,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.57,2558,LC
Occupation of main role [H08],Specialist - Legal  ,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.54,7416,LC
Occupation of main role [H08],Specialist - Operational research ,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.58,962,LC
Occupation of main role [H08],Operations - Tax ,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.34,5198,LC
Occupation of main role [H08],Operations - Transport,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.34,2058,LC
Occupation of main role [H08],Operations - Property,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.48,2333,LC
Occupation of main role [H08],Operations - Other operations,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.47,25649,LC
Occupation of main role [H08],CS - Commercial,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.47,3813,LC
Occupation of main role [H08],CS - Estates,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.38,572,LC
Occupation of main role [H08],CS - Finance,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.48,8318,LC
Occupation of main role [H08],CS - Human resources,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.5,7415,LC
Occupation of main role [H08],CS - Internal audit,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.43,821,LC
Occupation of main role [H08],CS - IT and Digital,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.43,9687,LC
Occupation of main role [H08],CS - Knowledge & information management,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.41,2041,LC
Occupation of main role [H08],CS - Project delivery,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.5,12123,LC
Occupation of main role [H08],CS - PO & Secretariats,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.56,1745,LC
Occupation of main role [H08],CS - Security,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.48,3816,LC
Occupation of main role [H08],CS - Strategy,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.54,1824,LC
Occupation of main role [H08],Policy,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.45,22087,LC
Occupation of main role [H08],Specialist - Animal health,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.27,478,LC
Occupation of main role [H08],Specialist - Cartography,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.39,837,LC
Occupation of main role [H08],Specialist - Communications ,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.49,4117,LC
Occupation of main role [H08],Specialist - Economics,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.45,1721,LC
